"Store No.","Name","Latitude","Longitude","Address","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Category","Updated Date","Country","Status","Direction URL"
"12840","21335 Highway 22 N","35.791529","-88.39207","21335 Highway 22 N, Wildersville, TN, 38388","21335 Highway 22 N","Wildersville","TN","38388","Henderson","731-967-1006","sunday :- 10:00-22:00 | monday :- 10:00-22:00 | tuesday :- 10:00-22:00 | wednesday :- 10:00-22:00 | thursday :- 10:00-22:00 | friday :- 10:00-22:00 | saturday :- 10:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/wildersville/21335-highway-22-n/12840","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/21335+Highway+22+N,+Wildersville,+TN,+38388,+USA/"
"14151","11208 Kingston Pike","35.882525","-84.154447","11208 Kingston Pike, Farragut, TN, 37934","11208 Kingston Pike","Farragut","TN","37934","Knox","865-455-0260","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:00 | saturday :- 10:30-22:00","https://www.dairyqueen.com/en-us/locations/tn/farragut/11208-kingston-pike/14151","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/11208+Kingston+Pike,+Farragut,+TN,+37934,+USA/"
"14045","10724 Chapman Hwy","35.878962","-83.773152","10724 Chapman Hwy, Seymour, TN, 37865","10724 Chapman Hwy","Seymour","TN","37865","Sevier","865-274-0082","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:00 | saturday :- 10:30-22:00","https://www.dairyqueen.com/en-us/locations/tn/seymour/10724-chapman-hwy/14045","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/10724+Chapman+Hwy,+Seymour,+TN,+37865,+USA/"
"13983","1420 N Mount Juliet Rd","36.19116","-86.514849","1420 N Mount Juliet Rd, Mount Juliet, TN, 37122","1420 N Mount Juliet Rd","Mount Juliet","TN","37122","Wilson","615-796-0377","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:30 | saturday :- 10:30-22:30","https://www.dairyqueen.com/en-us/locations/tn/mt-juliet/1420-n-mount-juliet-rd/13983","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1420+N+Mount+Juliet+Rd,+Mount+Juliet,+TN,+37122,+USA/"
"15951","Approx 2135 N Charles G Seivers Blvd","36.1600769","-84.09129","Approx 2135 N Charles G Seivers Blvd, Clinton, TN, 37716","Approx 2135 N Charles G Seivers Blvd","Clinton","TN","37716","Anderson","","","https://www.dairyqueen.com/en-us/locations/tn/clinton/approx-2135-n-charles-g-seivers-blvd/15951","Dairy Queen","Food Chains","2023-05-10","USA","Opening Soon","https://www.google.com/maps/dir/Current+Location/Approx+2135+N+Charles+G+Seivers+Blvd,+Clinton,+TN,+37716,+USA/"
"4064","1110 N Locust Ave","35.251788","-87.326022","1110 N Locust Ave, Lawrenceburg, TN, 38464","1110 N Locust Ave","Lawrenceburg","TN","38464","Lawrence","931-762-2741","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:00 | saturday :- 10:30-22:00","https://www.dairyqueen.com/en-us/locations/tn/lawrenceburg/1110-n-locust-ave/4064","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1110+N+Locust+Ave,+Lawrenceburg,+TN,+38464,+USA/"
"15985","201 Hwy 52 Bypass W","36.517551","-86.027428","201 Hwy 52 Bypass W, Lafayette, TN, 37083","201 Hwy 52 Bypass W","Lafayette","TN","37083","Macon","615-688-3737","sunday :- 10:00-22:00 | monday :- 10:00-22:00 | tuesday :- 10:00-22:00 | wednesday :- 10:00-22:00 | thursday :- 10:00-22:00 | friday :- 10:00-22:00 | saturday :- 10:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/lafayette/201-hwy-52-bypass-w/15985","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/201+Hwy+52+Bypass+W,+Lafayette,+TN,+37083,+USA/"
"14365","7613 Highway 70 S","36.077219","-86.947092","7613 Highway 70 S, Nashville, TN, 37221","7613 Highway 70 S","Nashville","TN","37221","Davidson","615-956-1962","sunday :- 10:30-21:00 | monday :- 10:30-21:00 | tuesday :- 10:30-21:00 | wednesday :- 10:30-21:00 | thursday :- 10:30-21:00 | friday :- 10:30-21:00 | saturday :- 10:30-21:00","https://www.dairyqueen.com/en-us/locations/tn/bellevue/7613-highway-70-s/14365","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/7613+Highway+70+S,+Nashville,+TN,+37221,+USA/"
"3922","819 Lynn Garden Dr","36.565144","-82.564747","819 Lynn Garden Dr, Kingsport, TN, 37660","819 Lynn Garden Dr","Kingsport","TN","37660","Sullivan","423-247-3231","sunday :- 06:00-22:00 | monday :- 05:00-22:00 | tuesday :- 05:00-22:00 | wednesday :- 05:00-22:00 | thursday :- 05:00-22:00 | friday :- 05:00-22:00 | saturday :- 05:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/kingsport/819-lynn-garden-dr/3922","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/819+Lynn+Garden+Dr,+Kingsport,+TN,+37660,+USA/"
"900","317 Lane Pkwy","35.487224","-86.468933","317 Lane Pkwy, Shelbyville, TN, 37160","317 Lane Pkwy","Shelbyville","TN","37160","Bedford","931-684-5168","sunday :- 11:00-22:00 | monday :- 10:00-22:00 | tuesday :- 10:00-22:00 | wednesday :- 10:00-22:00 | thursday :- 10:00-22:00 | friday :- 10:00-22:30 | saturday :- 10:00-22:30","https://www.dairyqueen.com/en-us/locations/tn/shelbyville/317-lane-pkwy/900","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/317+Lane+Pkwy,+Shelbyville,+TN,+37160,+USA/"
"15948","2940 W State St","36.59205","-82.22095","2940 W State St, Bristol, TN, 37620","2940 W State St","Bristol","TN","37620","Sullivan","423-689-3053","sunday :- 10:30-22:30 | monday :- 10:30-22:30 | tuesday :- 10:30-22:30 | wednesday :- 10:30-22:30 | thursday :- 10:30-22:30 | friday :- 10:30-23:00 | saturday :- 10:30-23:00","https://www.dairyqueen.com/en-us/locations/tn/bristol/2940-w-state-st/15948","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/2940+W+State+St,+Bristol,+TN,+37620,+USA/"
"3182","2294 N Highland Ave","35.666276","-88.82876","2294 N Highland Ave, Jackson, TN, 38305","2294 N Highland Ave","Jackson","TN","38305","Madison","731-660-2808","sunday :- 10:00-22:00 | monday :- 10:00-22:00 | tuesday :- 10:00-22:00 | wednesday :- 10:00-22:00 | thursday :- 10:00-22:00 | friday :- 10:00-22:00 | saturday :- 10:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/jackson/2294-n-highland-ave/3182","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/2294+N+Highland+Ave,+Jackson,+TN,+38305,+USA/"
"2921","1008 Gainsboro Hwy","36.542458","-85.503236","1008 Gainsboro Hwy, Celina, TN, 38551","1008 Gainsboro Hwy","Celina","TN","38551","Clay","931-243-3277","sunday :- 06:00-21:00 | monday :- 06:00-21:00 | tuesday :- 06:00-21:00 | wednesday :- 06:00-21:00 | thursday :- 06:00-21:00 | friday :- 06:00-21:30 | saturday :- 06:00-21:30","https://www.dairyqueen.com/en-us/locations/tn/celina/1008-gainsboro-hwy/2921","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1008+Gainsboro+Hwy,+Celina,+TN,+38551,+USA/"
"839","121 Carl Perkins Pkwy","36.377042","-89.466489","121 Carl Perkins Pkwy, Tiptonville, TN, 38079","121 Carl Perkins Pkwy","Tiptonville","TN","38079","Lake","731-253-6311","sunday :- 10:00-21:00 | monday :- 10:00-21:00 | tuesday :- 10:00-21:00 | wednesday :- 10:00-21:00 | thursday :- 10:00-21:00 | friday :- 10:00-21:00 | saturday :- 10:00-21:00","https://www.dairyqueen.com/en-us/locations/tn/tiptonville/121-carl-perkins-pkwy/839","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/121+Carl+Perkins+Pkwy,+Tiptonville,+TN,+38079,+USA/"
"14138","8215 Highway 100","36.043193","-86.959697","8215 Highway 100, Nashville, TN, 37221","8215 Highway 100","Nashville","TN","37221","Davidson","615-915-0334","sunday :- 10:30-21:00 | monday :- 10:30-21:00 | tuesday :- 10:30-21:00 | wednesday :- 10:30-21:00 | thursday :- 10:30-21:00 | friday :- 10:30-21:00 | saturday :- 10:30-21:00","https://www.dairyqueen.com/en-us/locations/tn/bellevue/8215-highway-100/14138","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/8215+Highway+100,+Nashville,+TN,+37221,+USA/"
"13821","1232 Huntsville Hwy","35.134298","-86.566006","1232 Huntsville Hwy, Fayetteville, TN, 37334","1232 Huntsville Hwy","Fayetteville","TN","37334","Lincoln","931-433-0300","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:00 | saturday :- 10:30-22:00","https://www.dairyqueen.com/en-us/locations/tn/fayetteville/1232-huntsville-hwy/13821","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1232+Huntsville+Hwy,+Fayetteville,+TN,+37334,+USA/"
"12827","14044 W Andrew Johnson Hwy","36.225471","-83.045614","14044 W Andrew Johnson Hwy, Bulls Gap, TN, 37711","14044 W Andrew Johnson Hwy","Bulls Gap","TN","37711","Hawkins","423-235-1023","sunday :- 11:00-21:00 | monday :- 11:00-21:00 | tuesday :- 11:00-21:00 | wednesday :- 11:00-21:00 | thursday :- 11:00-21:00 | friday :- 11:00-21:00 | saturday :- 11:00-21:00","https://www.dairyqueen.com/en-us/locations/tn/bulls-gap/14044-w-andrew-johnson-hwy/12827","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/14044+W+Andrew+Johnson+Hwy,+Bulls+Gap,+TN,+37711,+USA/"
"3498","1245 Livingston Hwy","36.560547","-85.166221","1245 Livingston Hwy, Byrdstown, TN, 38549","1245 Livingston Hwy","Byrdstown","TN","38549","Pickett","931-864-7552","sunday :- 06:00-21:00 | monday :- 06:00-21:00 | tuesday :- 06:00-21:00 | wednesday :- 06:00-21:00 | thursday :- 06:00-21:00 | friday :- 06:00-21:30 | saturday :- 06:00-21:30","https://www.dairyqueen.com/en-us/locations/tn/byrdstown/1245-livingston-hwy/3498","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1245+Livingston+Hwy,+Byrdstown,+TN,+38549,+USA/"
"13383","420 Sam Ridley Pkwy W","35.986418","-86.551009","420 Sam Ridley Pkwy W, Smyrna, TN, 37167","420 Sam Ridley Pkwy W","Smyrna","TN","37167","Rutherford","615-462-5906","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:30 | saturday :- 10:30-22:30","https://www.dairyqueen.com/en-us/locations/tn/smyrna/420-sam-ridley-pkwy-w/13383","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/420+Sam+Ridley+Pkwy+W,+Smyrna,+TN,+37167,+USA/"
"15875","4265 Highway 70 E","36.10844","-87.231939","4265 Highway 70 E, White Bluff, TN, 37187","4265 Highway 70 E","White Bluff","TN","37187","Dickson","615-797-1181","sunday :- 07:00-21:00 | monday :- 06:00-21:00 | tuesday :- 06:00-21:00 | wednesday :- 06:00-21:00 | thursday :- 06:00-21:00 | friday :- 06:00-21:00 | saturday :- 06:00-21:00","https://www.dairyqueen.com/en-us/locations/tn/white-bluff/4265-highway-70-e/15875","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/4265+Highway+70+E,+White+Bluff,+TN,+37187,+USA/"
"899","755 Wayne Rd","35.227237","-88.23131","755 Wayne Rd, Savannah, TN, 38372","755 Wayne Rd","Savannah","TN","38372","Hardin","731-925-1738","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:30 | saturday :- 10:30-22:30","https://www.dairyqueen.com/en-us/locations/tn/savannah/755-wayne-rd/899","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/755+Wayne+Rd,+Savannah,+TN,+38372,+USA/"
"11755","3630 E Andrew Johnson Hwy","36.184705","-82.76094","3630 E Andrew Johnson Hwy, Greeneville, TN, 37745","3630 E Andrew Johnson Hwy","Greeneville","TN","37745","Greene","423-525-5109","sunday :- 10:30-22:30 | monday :- 10:30-22:30 | tuesday :- 10:30-22:30 | wednesday :- 10:30-22:30 | thursday :- 10:30-22:30 | friday :- 10:30-23:00 | saturday :- 10:30-23:00","https://www.dairyqueen.com/en-us/locations/tn/greeneville/3630-e-andrew-johnson-hwy/11755","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/3630+E+Andrew+Johnson+Hwy,+Greeneville,+TN,+37745,+USA/"
"15601","633 Camp Jordan Pkwy","34.994086","-85.201755","633 Camp Jordan Pkwy, Chattanooga, TN, 37412","633 Camp Jordan Pkwy","Chattanooga","TN","37412","Hamilton","423-356-4676","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:00 | saturday :- 10:30-22:00","https://www.dairyqueen.com/en-us/locations/tn/east-ridge/633-camp-jordan-pkwy/15601","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/633+Camp+Jordan+Pkwy,+Chattanooga,+TN,+37412,+USA/"
"883","9460 Us Highway 70 E","36.108333","-87.635737","9460 Us Highway 70 E, Mc Ewen, TN, 37101","9460 Us Highway 70 E","Mc Ewen","TN","37101","Humphreys","931-582-3650","sunday :- 09:30-21:30 | monday :- 09:30-21:30 | tuesday :- 09:30-21:30 | wednesday :- 09:30-21:30 | thursday :- 09:30-21:30 | friday :- 09:30-21:30 | saturday :- 09:30-21:30","https://www.dairyqueen.com/en-us/locations/tn/mc-ewen/9460-us-highway-70-e/883","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/9460+Us+Highway+70+E,+Mc+Ewen,+TN,+37101,+USA/"
"334","1735 Memorial Blvd","35.869948","-86.386574","1735 Memorial Blvd, Murfreesboro, TN, 37129","1735 Memorial Blvd","Murfreesboro","TN","37129","Rutherford","615-893-4637","sunday :- 10:00-22:00 | monday :- 10:00-22:00 | tuesday :- 10:00-22:00 | wednesday :- 10:00-22:00 | thursday :- 10:00-22:00 | friday :- 10:00-22:00 | saturday :- 10:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/murfreesboro/1735-memorial-blvd/334","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1735+Memorial+Blvd,+Murfreesboro,+TN,+37129,+USA/"
"14004","1502 W Main St","36.218251","-86.337075","1502 W Main St, Lebanon, TN, 37087","1502 W Main St","Lebanon","TN","37087","Wilson","615-239-3505","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:30 | saturday :- 10:30-22:30","https://www.dairyqueen.com/en-us/locations/tn/lebanon/1502-w-main-st/14004","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1502+W+Main+St,+Lebanon,+TN,+37087,+USA/"
"13430","808 Vann Dr","35.669029","-88.849965","808 Vann Dr, Jackson, TN, 38305","808 Vann Dr","Jackson","TN","38305","Madison","731-736-1139","sunday :- 10:00-22:00 | monday :- 10:00-22:00 | tuesday :- 10:00-22:00 | wednesday :- 10:00-22:00 | thursday :- 10:00-22:00 | friday :- 10:00-22:00 | saturday :- 10:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/jackson/808-vann-dr/13430","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/808+Vann+Dr,+Jackson,+TN,+38305,+USA/"
"14119","4831 Nolensville Pike","36.064417","-86.717552","4831 Nolensville Pike, Nashville, TN, 37211","4831 Nolensville Pike","Nashville","TN","37211","Davidson","615-831-5600","","https://www.dairyqueen.com/en-us/locations/tn/nashville/4831-nolensville-pike/14119","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/4831+Nolensville+Pike,+Nashville,+TN,+37211,+USA/"
"13756","117 W Morris Blvd","36.211368","-83.291652","117 W Morris Blvd, Morristown, TN, 37813","117 W Morris Blvd","Morristown","TN","37813","Hamblen","423-231-0601","sunday :- 07:00-22:30 | monday :- 06:00-22:30 | tuesday :- 06:00-22:30 | wednesday :- 06:00-22:30 | thursday :- 06:00-22:30 | friday :- 06:00-23:00 | saturday :- 06:00-23:00","https://www.dairyqueen.com/en-us/locations/tn/morristown/117-w-morris-blvd/13756","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/117+W+Morris+Blvd,+Morristown,+TN,+37813,+USA/"
"13596","725 E Main St","35.444041","-88.622886","725 E Main St, Henderson, TN, 38340","725 E Main St","Henderson","TN","38340","Chester","731-435-1466","sunday :- 10:00-22:00 | monday :- 10:00-22:30 | tuesday :- 10:00-22:30 | wednesday :- 10:00-22:30 | thursday :- 10:00-22:30 | friday :- 10:00-23:00 | saturday :- 10:00-23:00","https://www.dairyqueen.com/en-us/locations/tn/henderson/725-e-main-st/13596","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/725+E+Main+St,+Henderson,+TN,+38340,+USA/"
"15947","15070 Rankin Avenue","35.36384","-85.39352","15070 Rankin Avenue, Dunlap, TN, 37327","15070 Rankin Avenue","Dunlap","TN","37327","Sequatchie","423-949-3555","","https://www.dairyqueen.com/en-us/locations/tn/dunlap/15070-rankin-avenue/15947","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/15070+Rankin+Avenue,+Dunlap,+TN,+37327,+USA/"
"902","300 E Carroll St","35.358888","-86.201042","300 E Carroll St, Tullahoma, TN, 37388","300 E Carroll St","Tullahoma","TN","37388","Coffee","931-455-9058","sunday :- 12:00-21:00 | monday :- 10:00-21:00 | tuesday :- 10:00-21:00 | wednesday :- 10:00-21:00 | thursday :- 10:00-21:00 | friday :- 10:00-21:00 | saturday :- 10:00-21:00","https://www.dairyqueen.com/en-us/locations/tn/tullahoma/300-e-carroll-st/902","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/300+E+Carroll+St,+Tullahoma,+TN,+37388,+USA/"
"11511","101 N Houston Levee Rd","35.128865","-89.728921","101 N Houston Levee Rd, Cordova, TN, 38018","101 N Houston Levee Rd","Cordova","TN","38018","Shelby","901-753-7214","sunday :- 10:30-20:30 | monday :- 10:30-20:30 | tuesday :- 10:30-20:30 | wednesday :- 10:30-20:30 | thursday :- 10:30-20:30 | friday :- 10:30-21:00 | saturday :- 10:30-21:00","https://www.dairyqueen.com/en-us/locations/tn/cordova/101-n-houston-levee-rd/11511","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/101+N+Houston+Levee+Rd,+Cordova,+TN,+38018,+USA/"
"935","202 E Stratton Ave","36.143931","-85.270794","202 E Stratton Ave, Monterey, TN, 38574","202 E Stratton Ave","Monterey","TN","38574","Putnam","931-839-3315","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:00 | saturday :- 10:30-22:00","https://www.dairyqueen.com/en-us/locations/tn/monterey/202-e-stratton-ave/935","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/202+E+Stratton+Ave,+Monterey,+TN,+38574,+USA/"
"2687","185 S Grundy Quarles Hwy","36.353139","-85.655128","185 S Grundy Quarles Hwy, Gainesboro, TN, 38562","185 S Grundy Quarles Hwy","Gainesboro","TN","38562","Jackson","931-268-2286","sunday :- 06:00-22:00 | monday :- 06:00-22:00 | tuesday :- 06:00-22:00 | wednesday :- 06:00-22:00 | thursday :- 06:00-22:00 | friday :- 06:00-22:00 | saturday :- 06:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/gainesboro/185-s-grundy-quarles-hwy/2687","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/185+S+Grundy+Quarles+Hwy,+Gainesboro,+TN,+38562,+USA/"
"14518","100 Bemberg Rd","36.348816","-82.238478","100 Bemberg Rd, Elizabethton, TN, 37643","100 Bemberg Rd","Elizabethton","TN","37643","Carter","423-440-5118","sunday :- 10:30-22:30 | monday :- 10:30-22:30 | tuesday :- 10:30-22:30 | wednesday :- 10:30-22:30 | thursday :- 10:30-22:30 | friday :- 10:30-23:00 | saturday :- 10:30-23:00","https://www.dairyqueen.com/en-us/locations/tn/elizabethton/100-bemberg-rd/14518","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/100+Bemberg+Rd,+Elizabethton,+TN,+37643,+USA/"
"2567","38 W Spring","36.161539","-85.507767","38 W Spring, Cookeville, TN, 38501","38 W Spring","Cookeville","TN","38501","Putnam","931-526-5431","sunday :- 10:00-22:00 | monday :- 10:00-22:00 | tuesday :- 10:00-22:00 | wednesday :- 10:00-22:00 | thursday :- 10:00-22:00 | friday :- 10:00-22:00 | saturday :- 10:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/cookeville/38-w-spring/2567","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/38+W+Spring,+Cookeville,+TN,+38501,+USA/"
"8765","275 Paul Huff Pkwy","35.205538","-84.850928","275 Paul Huff Pkwy, Cleveland, TN, 37312","275 Paul Huff Pkwy","Cleveland","TN","37312","Bradley","423-479-9899","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:00 | saturday :- 10:30-22:00","https://www.dairyqueen.com/en-us/locations/tn/cleveland/275-paul-huff-pkwy/8765","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/275+Paul+Huff+Pkwy,+Cleveland,+TN,+37312,+USA/"
"14113","211 S Main St","36.320388","-86.713496","211 S Main St, Goodlettsville, TN, 37072","211 S Main St","Goodlettsville","TN","37072","Davidson","615-859-3009","sunday :- 10:00-21:00 | monday :- 10:00-21:00 | tuesday :- 10:00-21:00 | wednesday :- 10:00-21:00 | thursday :- 10:00-21:00 | friday :- 10:00-21:00 | saturday :- 10:00-21:00","https://www.dairyqueen.com/en-us/locations/tn/goodlettsville/211-s-main-st/14113","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/211+S+Main+St,+Goodlettsville,+TN,+37072,+USA/"
"14430","1114 Mineral Wells Ave","36.283056","-88.307313","1114 Mineral Wells Ave, Paris, TN, 38242","1114 Mineral Wells Ave","Paris","TN","38242","Henry","731-388-3225","sunday :- 10:30-22:30 | monday :- 10:30-22:30 | tuesday :- 10:30-22:30 | wednesday :- 10:30-22:30 | thursday :- 10:30-22:30 | friday :- 10:30-22:30 | saturday :- 10:30-22:30","https://www.dairyqueen.com/en-us/locations/tn/paris/1114-mineral-wells-ave/14430","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1114+Mineral+Wells+Ave,+Paris,+TN,+38242,+USA/"
"13985","1724 W Broadway Ave","35.729421","-83.997473","1724 W Broadway Ave, Maryville, TN, 37801","1724 W Broadway Ave","Maryville","TN","37801","Blount","865-469-1792","sunday :- 10:30-22:00 | monday :- 10:30-22:00 | tuesday :- 10:30-22:00 | wednesday :- 10:30-22:00 | thursday :- 10:30-22:00 | friday :- 10:30-22:00 | saturday :- 10:30-22:00","https://www.dairyqueen.com/en-us/locations/tn/maryville/1724-w-broadway-ave/13985","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1724+W+Broadway+Ave,+Maryville,+TN,+37801,+USA/"
"11035","510 Cason Ln","35.842223","-86.441235","510 Cason Ln, Murfreesboro, TN, 37128","510 Cason Ln","Murfreesboro","TN","37128","Rutherford","615-216-5814","sunday :- 10:00-22:00 | monday :- 10:00-22:00 | tuesday :- 10:00-22:00 | wednesday :- 10:00-22:00 | thursday :- 10:00-22:00 | friday :- 10:00-22:00 | saturday :- 10:00-22:00","https://www.dairyqueen.com/en-us/locations/tn/murfreesboro/510-cason-ln/11035","Dairy Queen","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/510+Cason+Ln,+Murfreesboro,+TN,+37128,+USA/"
"5268","Hixson","35.146565","-85.24991","5583 Highway 153, Hixson, TN, 37343","5583 Highway 153","Hixson","TN","37343","Hamilton","423-870-2722","sunday :- 11:00am - 10:00pm | monday :- 11:00am - 10:00pm | tuesday :- 11:00am - 10:00pm | wednesday :- 11:00am - 10:00pm | thursday :- 11:00am - 10:00pm | friday :- 11:00am - 11:00pm | saturday :- 11:00am - 11:00pm","https://www.longhornsteakhouse.com/locations/tn/hixson/hixson/5268","LongHorn Steakhouse","Food Chains","2023-05-08","USA","Open","https://www.google.com/maps/dir/Current+Location/5583+Highway+153,+Hixson,+TN,+37343,+USA/"
"5444","Smyrna","35.978369","-86.566905","975 Industrial Blvd, Smyrna, TN, 37167","975 Industrial Blvd","Smyrna","TN","37167","Rutherford","615-220-6262","sunday :- 11:00am - 10:00pm | monday :- 11:00am - 10:00pm | tuesday :- 11:00am - 10:00pm | wednesday :- 11:00am - 10:00pm | thursday :- 11:00am - 10:00pm | friday :- 11:00am - 11:00pm | saturday :- 11:00am - 11:00pm","https://www.longhornsteakhouse.com/locations/tn/smyrna/smyrna/5444","LongHorn Steakhouse","Food Chains","2023-05-08","USA","Open","https://www.google.com/maps/dir/Current+Location/975+Industrial+Blvd,+Smyrna,+TN,+37167,+USA/"
